entity,filename,line,total_graph_function_loc,function_nodes_in_graph,dependency_closure_size
sqlite3ExprCheckIN#sqlite3.c#46132,sqlite3.c,46132,95032,3421,4002
yy_shift#sqlite3.c#79891,sqlite3.c,79891,95032,3421,4002
yy_reduce#sqlite3.c#79921,sqlite3.c,79921,95032,3421,4002
yy_find_shift_action#sqlite3.c#79836,sqlite3.c,79836,36,1,6
yyGrowStack#sqlite3.c#79727,sqlite3.c,79727,95032,3421,4002
yyRuleInfoNRhs#sqlite3.c#79916,sqlite3.c,79916,0,0,1
yyStackOverflow#sqlite3.c#79884,sqlite3.c,79884,95032,3421,4002
yy_accept#sqlite3.c#81252,sqlite3.c,81252,5,1,143
yy_destructor#sqlite3.c#79763,sqlite3.c,79763,787,56,360
yy_syntax_error#sqlite3.c#81241,sqlite3.c,81241,95032,3421,4002
yyFallback#sqlite3.c#79706,sqlite3.c,79706,0,0,1
sqlite3ParserFallback#sqlite3.c#81298,sqlite3.c,81298,4,1,2
sqlite3AutoLoadExtensions#sqlite3.c#60680,sqlite3.c,60680,95032,3421,4002
lockTable#sqlite3.c#51291,sqlite3.c,51291,95032,3421,4002
vtabDisconnectAll#sqlite3.c#70265,sqlite3.c,70265,24,1,137
sqlite3VtabClear#sqlite3.c#70319,sqlite3.c,70319,140,13,311
sqlite3VtabUnlock#sqlite3.c#70249,sqlite3.c,70249,130,13,311
sqlite3VtabDisconnect#sqlite3.c#70290,sqlite3.c,70290,144,14,312
sqlite3VtabImportErrmsg#sqlite3.c#34117,sqlite3.c,34117,95032,3421,4002
sqlite3VtabSync#sqlite3.c#70759,sqlite3.c,70759,95032,3421,4002
callFinaliser#sqlite3.c#70738,sqlite3.c,70738,150,14,312
sqlite3VtabCommit#sqlite3.c#70781,sqlite3.c,70781,154,15,313
sqlite3VtabSavepoint#sqlite3.c#70819,sqlite3.c,70819,166,15,313
sqlite3MarkAllShadowTablesOf#sqlite3.c#52798,sqlite3.c,52798,95032,3421,4002
addModuleArgument#sqlite3.c#70332,sqlite3.c,70332,95032,3421,4002
vtabCallConstructor#sqlite3.c#70447,sqlite3.c,70447,95032,3421,4002
sqlite3VtabBeginParse#sqlite3.c#70352,sqlite3.c,70352,95032,3421,4002
addArgumentToVtab#sqlite3.c#70374,sqlite3.c,70374,95032,3421,4002
sqlite3VtabFinishParse#sqlite3.c#70383,sqlite3.c,70383,95032,3421,4002
sqlite3VtabArgInit#sqlite3.c#70430,sqlite3.c,70430,95032,3421,4002
sqlite3VtabArgExtend#sqlite3.c#70436,sqlite3.c,70436,10,1,143
addToVTrans#sqlite3.c#70596,sqlite3.c,70596,13,3,139
growVTrans#sqlite3.c#70581,sqlite3.c,70581,95032,3421,4002
sqlite3VtabCallCreate#sqlite3.c#70601,sqlite3.c,70601,95032,3421,4002
sqlite3VtabCallConnect#sqlite3.c#70551,sqlite3.c,70551,95032,3421,4002
sqlite3VtabCallDestroy#sqlite3.c#70708,sqlite3.c,70708,841,59,367
sqlite3VtabBegin#sqlite3.c#70786,sqlite3.c,70786,95032,3421,4002
sqlite3VtabUsesAllSchemas#sqlite3.c#76123,sqlite3.c,76123,95032,3421,4002
sqlite3StmtCurrentTime#sqlite3.c#34764,sqlite3.c,34764,26,3,140
sqlite3VdbeMemMove#sqlite3.c#30935,sqlite3.c,30935,162,15,297
whereIndexedExprCleanup#sqlite3.c#75689,sqlite3.c,75689,717,53,357
sqlite3WithDeleteGeneric#sqlite3.c#54783,sqlite3.c,54783,711,53,357
sqlite3CteNew#sqlite3.c#54711,sqlite3.c,54711,95032,3421,4002
cteClear#sqlite3.c#54728,sqlite3.c,54728,708,52,356
sqlite3CteDelete#sqlite3.c#54735,sqlite3.c,54735,713,53,357
sqlite3WithAdd#sqlite3.c#54741,sqlite3.c,54741,95032,3421,4002
sqlite3WithDelete#sqlite3.c#54773,sqlite3.c,54773,708,52,356
sqlite3WithPush#sqlite3.c#66072,sqlite3.c,66072,95032,3421,4002
sqlite3UpsertNew#sqlite3.c#69753,sqlite3.c,69753,95032,3421,4002
upsertDelete#sqlite3.c#69731,sqlite3.c,69731,720,53,357
isSetNullAction#sqlite3.c#57791,sqlite3.c,57791,11,1,137
fkParentIsModified#sqlite3.c#57772,sqlite3.c,57772,37,2,151
fkChildIsModified#sqlite3.c#57762,sqlite3.c,57762,9,1,137
fkLookupParent#sqlite3.c#57523,sqlite3.c,57523,95032,3421,4002
fkScanChildren#sqlite3.c#57630,sqlite3.c,57630,95032,3421,4002
fkActionTrigger#sqlite3.c#57966,sqlite3.c,57966,95032,3421,4002
fkTriggerDelete#sqlite3.c#57705,sqlite3.c,57705,708,52,356
sqlite3FkClearTriggerCache#sqlite3.c#57717,sqlite3.c,57717,721,53,357
sqlite3FkDelete#sqlite3.c#58118,sqlite3.c,58118,708,52,356
sqlite3SetHasNullFlag#sqlite3.c#45649,sqlite3.c,45649,95032,3421,4002
isCandidateForInOpt#sqlite3.c#45615,sqlite3.c,45615,33,1,137
sqlite3InRhsIsConstant#sqlite3.c#45659,sqlite3.c,45659,95032,3421,4002
sqlite3FindInIndex#sqlite3.c#45670,sqlite3.c,45670,95032,3421,4002
sqlite3JournalOpen#sqlite3.c#42267,sqlite3.c,42267,95032,3421,4002
sqlite3MemJournalOpen#sqlite3.c#42288,sqlite3.c,42288,95032,3421,4002
exprSetHeight#sqlite3.c#44322,sqlite3.c,44322,50,5,141
heightOfSelect#sqlite3.c#44310,sqlite3.c,44310,26,3,139
sqlite3ExprSetErrorOffset#sqlite3.c#44348,sqlite3.c,44348,5,1,143
aJournalMagic#sqlite3.c#18477,sqlite3.c,18477,0,0,1
sqlite3ThreadCreate#sqlite3.c#5407,sqlite3.c,5407,0,0,137
sqlite3ThreadJoin#sqlite3.c#10162,sqlite3.c,10162,63,8,289
dbpageDisconnect#sqlite3.c#102005,sqlite3.c,102005,54,8,289
dbpageBegin#sqlite3.c#102252,sqlite3.c,102252,5,1,138
dbpageSync#sqlite3.c#102258,sqlite3.c,102258,121,14,173
dbpageEof#sqlite3.c#102074,sqlite3.c,102074,4,1,139
dbpageColumn#sqlite3.c#102121,sqlite3.c,102121,95032,3421,4002
dbpageUpdate#sqlite3.c#102168,sqlite3.c,102168,95032,3421,4002
dbpageRowid#sqlite3.c#102151,sqlite3.c,102151,5,1,139
dbpageFilter#sqlite3.c#102079,sqlite3.c,102079,95032,3421,4002
dbpageNext#sqlite3.c#102067,sqlite3.c,102067,6,1,139
dbpageRollbackTo#sqlite3.c#102273,sqlite3.c,102273,6,1,138
dbpageBestIndex#sqlite3.c#102010,sqlite3.c,102010,35,1,139
dbpageConnect#sqlite3.c#101982,sqlite3.c,101982,95032,3421,4002
dbpageClose#sqlite3.c#102060,sqlite3.c,102060,95032,3421,4002
dbpageOpen#sqlite3.c#102046,sqlite3.c,102046,95032,3421,4002
statEof#sqlite3.c#101843,sqlite3.c,101843,4,1,141
statConnect#sqlite3.c#101411,sqlite3.c,101411,95032,3421,4002
statDisconnect#sqlite3.c#101443,sqlite3.c,101443,54,8,289
statRowid#sqlite3.c#101949,sqlite3.c,101949,5,1,141
statFilter#sqlite3.c#101848,sqlite3.c,101848,95032,3421,4002
statColumn#sqlite3.c#101902,sqlite3.c,101902,95032,3421,4002
statNext#sqlite3.c#101716,sqlite3.c,101716,95032,3421,4002
statBestIndex#sqlite3.c#101448,sqlite3.c,101448,48,1,139
statClose#sqlite3.c#101555,sqlite3.c,101555,95032,3421,4002
statOpen#sqlite3.c#101497,sqlite3.c,101497,95032,3421,4002
sqlite3azCompileOpt#sqlite3.c#5427,sqlite3.c,5427,0,0,1
vdbeMemTypeName#sqlite3.c#35769,sqlite3.c,35769,95032,3421,4002
sqlite3VdbeError#sqlite3.c#31383,sqlite3.c,31383,95032,3421,4002
sqlite3VdbeFreeCursorNN#sqlite3.c#32615,sqlite3.c,32615,95032,3421,4002
sqlite3VdbeFreeCursor#sqlite3.c#32598,sqlite3.c,32598,95032,3421,4002
freeCursorWithCache#sqlite3.c#32602,sqlite3.c,32602,95032,3421,4002
sqlite3VdbeSorterClose#sqlite3.c#40900,sqlite3.c,40900,248,24,322
sqliteVdbePopStack#sqlite3.c#5703,sqlite3.c,5703,0,0,137
sqlite3VdbeHandleMovedCursor#sqlite3.c#33182,sqlite3.c,33182,95032,3421,4002
sqlite3VdbeFinishMoveto#sqlite3.c#33169,sqlite3.c,33169,95032,3421,4002
sqlite3VdbeCursorRestore#sqlite3.c#33193,sqlite3.c,33193,95032,3421,4002
sqlite3VdbeOneByteSerialTypeLen#sqlite3.c#33213,sqlite3.c,33213,4,1,3
serialGet#sqlite3.c#33218,sqlite3.c,33218,15,1,137
sqlite3VdbeDeleteAuxData#sqlite3.c#33114,sqlite3.c,33114,119,12,310
sqlite2BtreeKeyCompare#sqlite3.c#5719,sqlite3.c,5719,0,0,137
sqlite3VdbeMemFromBtreeZeroOffset#sqlite3.c#31103,sqlite3.c,31103,95032,3421,4002
sqlite3VdbeMemInit#sqlite3.c#30808,sqlite3.c,30808,6,1,141
sqlite3VdbeMemReleaseMalloc#sqlite3.c#30582,sqlite3.c,30582,151,14,296
sqlite3VdbeIdxKeyCompare#sqlite3.c#33910,sqlite3.c,33910,95032,3421,4002
sqlite3VdbeIdxRowid#sqlite3.c#33861,sqlite3.c,33861,95032,3421,4002
sqlite3VdbeEnter#sqlite3.c#32256,sqlite3.c,32256,97,9,164
sqlite3VdbeSorterRewind#sqlite3.c#41678,sqlite3.c,41678,95032,3421,4002
sqlite3VdbeCheckFkDeferred#sqlite3.c#32928,sqlite3.c,32928,95032,3421,4002
sqlite3VdbeValueListFree#sqlite3.c#34707,sqlite3.c,34707,53,8,289
sqlite3VdbeMemIntegerify#sqlite3.c#30712,sqlite3.c,30712,131,6,148
out2Prerelease#sqlite3.c#35631,sqlite3.c,35631,162,15,297
sqlite3VdbeFrameRestore#sqlite3.c#32652,sqlite3.c,32652,95032,3421,4002
sqlite3VdbeFrameMemDel#sqlite3.c#32333,sqlite3.c,32333,6,1,137
vdbeColumnFromOverflow#sqlite3.c#35682,sqlite3.c,35682,95032,3421,4002
sqlite3VdbeMemShallowCopy#sqlite3.c#30908,sqlite3.c,30908,153,14,296
sqlite3VdbeSorterInit#sqlite3.c#40704,sqlite3.c,40704,95032,3421,4002
sqlite3VdbeLogAbort#sqlite3.c#35750,sqlite3.c,35750,95032,3421,4002
sqlite3VdbeSorterWrite#sqlite3.c#41215,sqlite3.c,41215,95032,3421,4002
sqlite3VdbeSorterCompare#sqlite3.c#41769,sqlite3.c,41769,95032,3421,4002
sqlite3VdbeMemSetRowSet#sqlite3.c#30876,sqlite3.c,30876,95032,3421,4002
sqlite3VdbeMemGrow#sqlite3.c#30346,sqlite3.c,30346,95032,3421,4002
sqlite3VdbeMemClearAndResize#sqlite3.c#30387,sqlite3.c,30387,95032,3421,4002
sqlite3VdbeMemStringify#sqlite3.c#30485,sqlite3.c,30485,95032,3421,4002
sqlite3VdbeSorterRowkey#sqlite3.c#41754,sqlite3.c,41754,95032,3421,4002
sqlite3VdbeCheckFkImmediate#sqlite3.c#32923,sqlite3.c,32923,95032,3421,4002
vdbeIndexKeyCompare#sqlite3.c#35735,sqlite3.c,35735,95032,3421,4002
sqlite3VdbeMemAggValue#sqlite3.c#30532,sqlite3.c,30532,160,14,296
sqlite3VdbeBooleanValue#sqlite3.c#30688,sqlite3.c,30688,95032,3421,4002
filterHash#sqlite3.c#35645,sqlite3.c,35645,158,6,148
sqlite3VdbeLeave#sqlite3.c#32287,sqlite3.c,32287,51,6,161
sqlite3VdbeMemCast#sqlite3.c#30766,sqlite3.c,30766,95032,3421,4002
sqlite3VdbeSorterNext#sqlite3.c#41706,sqlite3.c,41706,95032,3421,4002
allocateCursor#sqlite3.c#35481,sqlite3.c,35481,95032,3421,4002
sqlite3VdbeMemFinalize#sqlite3.c#30508,sqlite3.c,30508,123,11,293
numericType#sqlite3.c#35610,sqlite3.c,35610,95032,3421,4002
sqlite3VdbeFindIndexKey#sqlite3.c#34055,sqlite3.c,34055,95032,3421,4002
sqlite3VdbeMemRealify#sqlite3.c#30722,sqlite3.c,30722,95032,3421,4002
sqlite3VdbeSorterReset#sqlite3.c#40872,sqlite3.c,40872,233,23,321
sqlite3VdbeExec#sqlite3.c#35775,sqlite3.c,35775,95032,3421,4002
sqlite3VdbeNextOpcode#sqlite3.c#32340,sqlite3.c,32340,95032,3421,4002
sqlite3VdbeDisplayP4#sqlite3.c#32140,sqlite3.c,32140,95032,3421,4002
translateP#sqlite3.c#32053,sqlite3.c,32053,7,1,7
sqlite3VdbeDisplayComment#sqlite3.c#32061,sqlite3.c,32061,95032,3421,4002
sqlite3VdbeList#sqlite3.c#32429,sqlite3.c,32429,95032,3421,4002
vdbeCommit#sqlite3.c#32720,sqlite3.c,32720,95032,3421,4002
sqlite3VdbeCloseStatement#sqlite3.c#32908,sqlite3.c,32908,95032,3421,4002
closeAllCursors#sqlite3.c#32670,sqlite3.c,32670,95032,3421,4002
sqlite3VdbeMemTranslate#sqlite3.c#10232,sqlite3.c,10232,95032,3421,4002
vdbeMemClearExternAndSetNull#sqlite3.c#30549,sqlite3.c,30549,137,12,294
vdbeClrCopy#sqlite3.c#30902,sqlite3.c,30902,153,14,296
vdbeMemAddTerminator#sqlite3.c#30423,sqlite3.c,30423,95032,3421,4002
sqlite3VdbeMemNulTerminate#sqlite3.c#30473,sqlite3.c,30473,95032,3421,4002
sqlite3VdbeMemHandleBom#sqlite3.c#10334,sqlite3.c,10334,95032,3421,4002
vdbeReleaseAndSetInt64#sqlite3.c#30837,sqlite3.c,30837,149,14,296
sqlite3NoopDestructor#sqlite3.c#30856,sqlite3.c,30856,1,1,1
vdbeMemClear#sqlite3.c#30564,sqlite3.c,30564,147,13,295
vdbeMemRenderNum#sqlite3.c#30307,sqlite3.c,30307,95032,3421,4002
memIntValue#sqlite3.c#30587,sqlite3.c,30587,100,3,145
sqlite3MemRealValueNoRC#sqlite3.c#30666,sqlite3.c,30666,95032,3421,4002
sqlite3MemRealValueRCSlowPath#sqlite3.c#30611,sqlite3.c,30611,95032,3421,4002
sqlite3MemRealValueRC#sqlite3.c#30650,sqlite3.c,30650,95032,3421,4002
sqlite3VdbeIntegerAffinity#sqlite3.c#30695,sqlite3.c,30695,21,2,138
sqlite3VdbeMemNumerify#sqlite3.c#30742,sqlite3.c,30742,95032,3421,4002
sqlite3VdbeMemFromBtree#sqlite3.c#31079,sqlite3.c,31079,95032,3421,4002
vdbeCloseStatement#sqlite3.c#32868,sqlite3.c,32868,95032,3421,4002
sqlite3VdbeFrameDelete#sqlite3.c#32416,sqlite3.c,32416,95032,3421,4002
closeCursorsInFrame#sqlite3.c#32641,sqlite3.c,32641,95032,3421,4002
vdbeIsMatchingIndexKey#sqlite3.c#33999,sqlite3.c,33999,95032,3421,4002
vdbePmaReaderClear#sqlite3.c#40344,sqlite3.c,40344,118,15,296
vdbeSortSubtaskCleanup#sqlite3.c#40785,sqlite3.c,40785,139,15,313
vdbeSorterJoinAll#sqlite3.c#40822,sqlite3.c,40822,87,10,291
vdbeMergeEngineFree#sqlite3.c#40850,sqlite3.c,40850,118,15,296
vdbeSorterRecordFree#sqlite3.c#40776,sqlite3.c,40776,112,12,310
vdbeSorterRowkey#sqlite3.c#41736,sqlite3.c,41736,17,1,137
vdbeMergeEngineStep#sqlite3.c#41127,sqlite3.c,41127,95032,3421,4002
vdbePmaReaderNext#sqlite3.c#40477,sqlite3.c,40477,95032,3421,4002
vdbeSorterFlushPMA#sqlite3.c#41172,sqlite3.c,41172,95032,3421,4002
vdbeSorterSort#sqlite3.c#40992,sqlite3.c,40992,95032,3421,4002
vdbeSorterSetupMerge#sqlite3.c#41621,sqlite3.c,41621,95032,3421,4002
vdbeLeave#sqlite3.c#32272,sqlite3.c,32272,47,5,160
vdbeFkError#sqlite3.c#32915,sqlite3.c,32915,95032,3421,4002
getDigits#sqlite3.c#6268,sqlite3.c,6268,33,1,3
parseTimezone#sqlite3.c#6302,sqlite3.c,6302,65,2,7
parseHhMmSs#sqlite3.c#6335,sqlite3.c,6335,101,3,8
datetimeError#sqlite3.c#6372,sqlite3.c,6372,4,1,4
computeJD#sqlite3.c#6377,sqlite3.c,6377,42,2,5
computeFloor#sqlite3.c#6416,sqlite3.c,6416,16,1,4
parseYyyyMmDd#sqlite3.c#6433,sqlite3.c,6433,189,7,13
clearYMD_HMS_TZ#sqlite3.c#6554,sqlite3.c,6554,5,1,4
setDateTimeToCurrent#sqlite3.c#6466,sqlite3.c,6466,43,5,143
setRawDateNumber#sqlite3.c#6479,sqlite3.c,6479,95032,3421,4002
parseDateOrTime#sqlite3.c#6488,sqlite3.c,6488,95032,3421,4002
validJulianDay#sqlite3.c#6506,sqlite3.c,6506,3,1,5
computeYMD#sqlite3.c#6510,sqlite3.c,6510,32,3,7
computeHMS#sqlite3.c#6536,sqlite3.c,6536,54,3,6
computeYMD_HMS#sqlite3.c#6549,sqlite3.c,6549,86,6,10
osLocaltime#sqlite3.c#6560,sqlite3.c,6560,12,1,16
toLocaltime#sqlite3.c#6573,sqlite3.c,6573,95032,3421,4002
autoAdjustDate#sqlite3.c#6618,sqlite3.c,6618,16,2,6
rLimit#sqlite3.c#6613,sqlite3.c,6613,0,0,1
rXform#sqlite3.c#6614,sqlite3.c,6614,0,0,1
parseModifier#sqlite3.c#6630,sqlite3.c,6630,95032,3421,4002
isDate#sqlite3.c#6936,sqlite3.c,6936,95032,3421,4002
pthread_mutexattr_t#pthreadtypes.h#878,pthreadtypes.h,878,0,0,1
isLookaside#sqlite3.c#8465,sqlite3.c,8465,3,1,138
lookasideMallocSize#sqlite3.c#8474,sqlite3.c,8474,3,1,137
sqlite3ThreadCreate#sqlite3.c#10137,sqlite3.c,10137,138,13,176
powerOfTen#sqlite3.c#12127,sqlite3.c,12127,48,2,5
sqlite3Multiply128#sqlite3.c#12114,sqlite3.c,12114,53,3,6
sqlite3Multiply160#sqlite3.c#12120,sqlite3.c,12120,6,1,4
pwr10to2#sqlite3.c#12170,sqlite3.c,12170,1,1,1
pwr2to10#sqlite3.c#12172,sqlite3.c,12172,1,1,1
strHash#sqlite3.c#13093,sqlite3.c,13093,8,1,1
robust_open#sqlite3.c#14060,sqlite3.c,14060,95032,3421,4002
unixLogErrorAtLine#sqlite3.c#14144,sqlite3.c,14144,95032,3421,4002
openDirectory#sqlite3.c#14777,sqlite3.c,14777,95052,3422,4003
sysconf#unistd.h#1221,unistd.h,1221,0,0,1
unixGetpagesize#sqlite3.c#15014,sqlite3.c,15014,3,1,2
robustFchown#sqlite3.c#14006,sqlite3.c,14006,3,1,17
unixEnterMutex#sqlite3.c#14091,sqlite3.c,14091,18,3,158
unixLeaveMutex#sqlite3.c#14096,sqlite3.c,14096,18,3,158
robust_ftruncate#sqlite3.c#14101,sqlite3.c,14101,5,1,29
robust_close#sqlite3.c#14153,sqlite3.c,14153,95032,3421,4002
storeLastErrno#sqlite3.c#14159,sqlite3.c,14159,3,1,28
closePendingFds#sqlite3.c#14163,sqlite3.c,14163,95032,3421,4002
releaseInodeInfo#sqlite3.c#14176,sqlite3.c,14176,95032,3421,4002
findInodeInfo#sqlite3.c#14204,sqlite3.c,14204,95032,3421,4002
fileHasMoved#sqlite3.c#14252,sqlite3.c,14252,4,1,29
verifyDbFile#sqlite3.c#14257,sqlite3.c,14257,95032,3421,4002
unixFileLock#sqlite3.c#14312,sqlite3.c,14312,24,1,30
unixIsSharingShmNode#sqlite3.c#15064,sqlite3.c,15064,15,1,29
sqliteErrorFromPosixError#sqlite3.c#14107,sqlite3.c,14107,8,1,1
setPendingFd#sqlite3.c#14445,sqlite3.c,14445,9,1,28
posixUnlock#sqlite3.c#14455,sqlite3.c,14455,95032,3421,4002
unixRemapfile#sqlite3.c#15475,sqlite3.c,15475,95032,3421,4002
unixMapfile#sqlite3.c#15508,sqlite3.c,15508,95032,3421,4002
unixUnmapfile#sqlite3.c#15465,sqlite3.c,15465,9,1,29
closeUnixFile#sqlite3.c#14533,sqlite3.c,14533,95032,3421,4002
seekAndRead#sqlite3.c#14665,sqlite3.c,14665,29,2,30
seekAndWriteFd#sqlite3.c#14725,sqlite3.c,14725,13,1,30
seekAndWrite#sqlite3.c#14739,sqlite3.c,14739,16,2,31
full_fsync#sqlite3.c#14766,sqlite3.c,14766,10,1,28
fcntlSizeHint#sqlite3.c#14864,sqlite3.c,14864,95032,3421,4002
unixModeBit#sqlite3.c#14900,sqlite3.c,14900,9,1,28
unixTempFileDir#sqlite3.c#15624,sqlite3.c,15624,20,1,4
unixGetTempname#sqlite3.c#15645,sqlite3.c,15645,95032,3421,4002
unixFcntlExternalReader#sqlite3.c#15042,sqlite3.c,15042,41,4,160
setDeviceCharacteristics#sqlite3.c#14991,sqlite3.c,14991,10,1,28
unixShmSystemLock#sqlite3.c#15080,sqlite3.c,15080,31,1,29
unixShmRegionPerMap#sqlite3.c#15112,sqlite3.c,15112,7,1,3
unixShmPurge#sqlite3.c#15120,sqlite3.c,15120,95032,3421,4002
unixLockSharedMemory#sqlite3.c#15145,sqlite3.c,15145,95032,3421,4002
unixOpenSharedMemory#sqlite3.c#15174,sqlite3.c,15174,95032,3421,4002
fillInUnixFile#sqlite3.c#15568,sqlite3.c,15568,95032,3421,4002
findReusableFd#sqlite3.c#15672,sqlite3.c,15672,54,6,163
getFileMode#sqlite3.c#15699,sqlite3.c,15699,12,1,3
findCreateFileMode#sqlite3.c#15712,sqlite3.c,15712,95032,3421,4002
randomnessPid#sqlite3.c#13989,sqlite3.c,13989,0,0,1
appendOnePathElement#sqlite3.c#15926,sqlite3.c,15926,95032,3421,4002
appendAllPathElements#sqlite3.c#15978,sqlite3.c,15978,95032,3421,4002
memdbLeave#sqlite3.c#16265,sqlite3.c,16265,17,3,158
memdbEnter#sqlite3.c#16261,sqlite3.c,16261,17,3,158
memdbEnlarge#sqlite3.c#16320,sqlite3.c,16320,196,16,299
pcacheMergeDirtyList#sqlite3.c#17345,sqlite3.c,17345,25,1,138
pcache1InitBulk#sqlite3.c#17549,sqlite3.c,17549,157,14,177
pcache1AllocPage#sqlite3.c#17642,sqlite3.c,17642,211,16,179
pcache1FreePage#sqlite3.c#17668,sqlite3.c,17668,89,9,291
pcache1UnderMemoryPressure#sqlite3.c#17691,sqlite3.c,17691,10,2,16
pcache1ResizeHash#sqlite3.c#17699,sqlite3.c,17699,185,18,303
pcache1PinPage#sqlite3.c#17730,sqlite3.c,17730,14,1,10
pcache1RemoveFromHash#sqlite3.c#17745,sqlite3.c,17745,100,10,292
pcache1EnforceMaxPage#sqlite3.c#17757,sqlite3.c,17757,129,12,294
pcache1TruncateUnsafe#sqlite3.c#17773,sqlite3.c,17773,135,11,293
pcache1FetchStage2#sqlite3.c#17919,sqlite3.c,17919,393,28,314
pcache1FetchNoMutex#sqlite3.c#17965,sqlite3.c,17965,411,29,315
rowSetNDeepTree#sqlite3.c#18246,sqlite3.c,18246,22,1,6
walIndexClose#sqlite3.c#21882,sqlite3.c,21882,65,9,290
sqlite3WalOpen#sqlite3.c#21895,sqlite3.c,21895,238,21,308
walLimitSize#sqlite3.c#22262,sqlite3.c,22262,95032,3421,4002
walBeginReadTransaction#sqlite3.c#22598,sqlite3.c,22598,95032,3421,4002
sqlite3WalBeginReadTransaction#sqlite3.c#22613,sqlite3.c,22613,95032,3421,4002
sqlite3WalEndWriteTransaction#sqlite3.c#22725,sqlite3.c,22725,17,3,139
walUnlockShared#sqlite3.c#21616,sqlite3.c,21616,8,2,25
sqlite3WalEndReadTransaction#sqlite3.c#22622,sqlite3.c,22622,30,5,141
walFindFrame#sqlite3.c#22631,sqlite3.c,22631,95032,3421,4002
sqlite3WalReadFrame#sqlite3.c#22682,sqlite3.c,22682,14,2,139
sqlite3WalDbsize#sqlite3.c#22693,sqlite3.c,22693,6,1,137
walIndexHdr#sqlite3.c#21493,sqlite3.c,21493,5,1,24
walLockExclusive#sqlite3.c#21622,sqlite3.c,21622,10,2,25
walUnlockExclusive#sqlite3.c#21630,sqlite3.c,21630,8,2,25
pagerUndoCallback#sqlite3.c#19355,sqlite3.c,19355,95032,3421,4002
walFramePgno#sqlite3.c#21679,sqlite3.c,21679,14,2,26
walCleanupHash#sqlite3.c#21688,sqlite3.c,21688,285,23,309
sqlite3WalUndo#sqlite3.c#22735,sqlite3.c,22735,95032,3421,4002
sqlite3WalSavepoint#sqlite3.c#22756,sqlite3.c,22756,7,1,137
sqlite3WalSavepointUndo#sqlite3.c#22764,sqlite3.c,22764,307,24,310
walFrames#sqlite3.c#22891,sqlite3.c,22891,95032,3421,4002
sqlite3WalFrames#sqlite3.c#23040,sqlite3.c,23040,95032,3421,4002
walCkptInfo#sqlite3.c#21487,sqlite3.c,21487,5,1,25
walPagesize#sqlite3.c#22119,sqlite3.c,22119,3,1,24
walBusyLock#sqlite3.c#22111,sqlite3.c,22111,17,3,26
walIndexReadHdr#sqlite3.c#22339,sqlite3.c,22339,95032,3421,4002
walCheckpoint#sqlite3.c#22139,sqlite3.c,22139,95032,3421,4002
walLockShared#sqlite3.c#21608,sqlite3.c,21608,10,2,25
addToSavepointBitvecs#sqlite3.c#18802,sqlite3.c,18802,95032,3421,4002
readDbPage#sqlite3.c#19312,sqlite3.c,19312,95032,3421,4002
getPageNormal#sqlite3.c#20391,sqlite3.c,20391,95032,3421,4002
getPageError#sqlite3.c#20514,sqlite3.c,20514,7,1,137
pagerAcquireMapPage#sqlite3.c#19729,sqlite3.c,19729,150,14,180
getPageMMap#sqlite3.c#20468,sqlite3.c,20468,95032,3421,4002
subjRequiresPage#sqlite3.c#18513,sqlite3.c,18513,39,2,138
read32bits#sqlite3.c#18530,sqlite3.c,18530,20,4,141
write32bits#sqlite3.c#18539,sqlite3.c,18539,95032,3421,4002
jrnlBufferSize#sqlite3.c#18573,sqlite3.c,18573,5,1,137
freeSuperJournal#sqlite3.c#18579,sqlite3.c,18579,55,8,289
pagerIsSuperJrnlName#sqlite3.c#18585,sqlite3.c,18585,95032,3421,4002
readSuperJournal#sqlite3.c#18597,sqlite3.c,18597,95032,3421,4002
journalHdrOffset#sqlite3.c#18628,sqlite3.c,18628,11,1,137
zeroJournalHdr#sqlite3.c#18640,sqlite3.c,18640,95032,3421,4002
writeJournalHdr#sqlite3.c#18666,sqlite3.c,18666,95032,3421,4002
readJournalHdr#sqlite3.c#18705,sqlite3.c,18705,95032,3421,4002
releaseAllSavepoints#sqlite3.c#18788,sqlite3.c,18788,95032,3421,4002
pager_delsuper#sqlite3.c#19080,sqlite3.c,19080,95032,3421,4002
pager_playback_one_page#sqlite3.c#18989,sqlite3.c,18989,95032,3421,4002
pager_cksum#sqlite3.c#18979,sqlite3.c,18979,9,1,137
pager_write_changecounter#sqlite3.c#19346,sqlite3.c,19346,29,6,147
pagerRollbackWal#sqlite3.c#19376,sqlite3.c,19376,95032,3421,4002
pagerOpentemp#sqlite3.c#19611,sqlite3.c,19611,15,2,141
openSubJournal#sqlite3.c#19938,sqlite3.c,19938,95032,3421,4002
subjournalPage#sqlite3.c#19951,sqlite3.c,19951,95032,3421,4002
pager_open_journal#sqlite3.c#20562,sqlite3.c,20562,95032,3421,4002
pagerAddPageToRollbackJournal#sqlite3.c#20651,sqlite3.c,20651,95032,3421,4002
walIndexPageRealloc#sqlite3.c#21443,sqlite3.c,21443,230,19,303
walIndexPage#sqlite3.c#21479,sqlite3.c,21479,237,20,306
walChecksumBytes#sqlite3.c#21499,sqlite3.c,21499,46,1,25
walShmBarrier#sqlite3.c#21546,sqlite3.c,21546,8,2,25
walIndexWriteHdr#sqlite3.c#21552,sqlite3.c,21552,70,5,29
walEncodeFrame#sqlite3.c#21564,sqlite3.c,21564,84,7,149
